,statement,predicted_score
22049,http://swc2019.dice-research.org/task/dataset/s-22050,0.4
22050,http://swc2019.dice-research.org/task/dataset/s-22051,0.54
22051,http://swc2019.dice-research.org/task/dataset/s-22052,0.54
22052,http://swc2019.dice-research.org/task/dataset/s-22053,0.6
22053,http://swc2019.dice-research.org/task/dataset/s-22054,0.5
22054,http://swc2019.dice-research.org/task/dataset/s-22055,0.55
22055,http://swc2019.dice-research.org/task/dataset/s-22056,0.53
22056,http://swc2019.dice-research.org/task/dataset/s-22057,0.55
22057,http://swc2019.dice-research.org/task/dataset/s-22058,0.9
22058,http://swc2019.dice-research.org/task/dataset/s-22059,0.5
22059,http://swc2019.dice-research.org/task/dataset/s-22060,0.49
22060,http://swc2019.dice-research.org/task/dataset/s-22061,0.34
22061,http://swc2019.dice-research.org/task/dataset/s-22062,0.58
22062,http://swc2019.dice-research.org/task/dataset/s-22063,0.62
22063,http://swc2019.dice-research.org/task/dataset/s-22064,0.56
22064,http://swc2019.dice-research.org/task/dataset/s-22065,0.55
22065,http://swc2019.dice-research.org/task/dataset/s-22066,0.9
22066,http://swc2019.dice-research.org/task/dataset/s-22067,0.53
22067,http://swc2019.dice-research.org/task/dataset/s-22068,0.44
22068,http://swc2019.dice-research.org/task/dataset/s-22069,0.35
22069,http://swc2019.dice-research.org/task/dataset/s-22070,0.54
22070,http://swc2019.dice-research.org/task/dataset/s-22071,0.54
22071,http://swc2019.dice-research.org/task/dataset/s-22072,0.54
22072,http://swc2019.dice-research.org/task/dataset/s-22073,0.6
22073,http://swc2019.dice-research.org/task/dataset/s-22074,0.53
22074,http://swc2019.dice-research.org/task/dataset/s-22075,0.32
22075,http://swc2019.dice-research.org/task/dataset/s-22076,0.48
22076,http://swc2019.dice-research.org/task/dataset/s-22077,0.81
22077,http://swc2019.dice-research.org/task/dataset/s-22078,0.55
22078,http://swc2019.dice-research.org/task/dataset/s-22079,0.9
22079,http://swc2019.dice-research.org/task/dataset/s-22080,0.57
22080,http://swc2019.dice-research.org/task/dataset/s-22081,0.51
22081,http://swc2019.dice-research.org/task/dataset/s-22082,0.59
22082,http://swc2019.dice-research.org/task/dataset/s-22083,0.28
22083,http://swc2019.dice-research.org/task/dataset/s-22084,0.56
22084,http://swc2019.dice-research.org/task/dataset/s-22085,0.32
22085,http://swc2019.dice-research.org/task/dataset/s-22086,0.88
22086,http://swc2019.dice-research.org/task/dataset/s-22087,0.54
22087,http://swc2019.dice-research.org/task/dataset/s-22088,0.56
22088,http://swc2019.dice-research.org/task/dataset/s-22089,0.89
22089,http://swc2019.dice-research.org/task/dataset/s-22090,0.57
22090,http://swc2019.dice-research.org/task/dataset/s-22091,0.61
22091,http://swc2019.dice-research.org/task/dataset/s-22092,0.59
22092,http://swc2019.dice-research.org/task/dataset/s-22093,0.57
22093,http://swc2019.dice-research.org/task/dataset/s-22094,0.62
22094,http://swc2019.dice-research.org/task/dataset/s-22095,0.81
22095,http://swc2019.dice-research.org/task/dataset/s-22096,0.61
22096,http://swc2019.dice-research.org/task/dataset/s-22097,0.55
22097,http://swc2019.dice-research.org/task/dataset/s-22098,0.61
22098,http://swc2019.dice-research.org/task/dataset/s-22099,0.52
22099,http://swc2019.dice-research.org/task/dataset/s-22100,0.54
22100,http://swc2019.dice-research.org/task/dataset/s-22101,0.51
22101,http://swc2019.dice-research.org/task/dataset/s-22102,0.49
22102,http://swc2019.dice-research.org/task/dataset/s-22103,0.53
22103,http://swc2019.dice-research.org/task/dataset/s-22104,0.85
22104,http://swc2019.dice-research.org/task/dataset/s-22105,0.5
22105,http://swc2019.dice-research.org/task/dataset/s-22106,0.56
22106,http://swc2019.dice-research.org/task/dataset/s-22107,0.54
22107,http://swc2019.dice-research.org/task/dataset/s-22108,0.54
22108,http://swc2019.dice-research.org/task/dataset/s-22109,0.87
22109,http://swc2019.dice-research.org/task/dataset/s-22110,0.49
22110,http://swc2019.dice-research.org/task/dataset/s-22111,0.62
22111,http://swc2019.dice-research.org/task/dataset/s-22112,0.58
22112,http://swc2019.dice-research.org/task/dataset/s-22113,0.35
22113,http://swc2019.dice-research.org/task/dataset/s-22114,0.61
22114,http://swc2019.dice-research.org/task/dataset/s-22115,0.58
22115,http://swc2019.dice-research.org/task/dataset/s-22116,0.59
22116,http://swc2019.dice-research.org/task/dataset/s-22117,0.61
22117,http://swc2019.dice-research.org/task/dataset/s-22118,0.57
22118,http://swc2019.dice-research.org/task/dataset/s-22119,0.54
22119,http://swc2019.dice-research.org/task/dataset/s-22120,0.59
22120,http://swc2019.dice-research.org/task/dataset/s-22121,0.37
22121,http://swc2019.dice-research.org/task/dataset/s-22122,0.43
22122,http://swc2019.dice-research.org/task/dataset/s-22123,0.47
22123,http://swc2019.dice-research.org/task/dataset/s-22124,0.6
22124,http://swc2019.dice-research.org/task/dataset/s-22125,0.49
22125,http://swc2019.dice-research.org/task/dataset/s-22126,0.77
22126,http://swc2019.dice-research.org/task/dataset/s-22127,0.43
22127,http://swc2019.dice-research.org/task/dataset/s-22128,0.81
22128,http://swc2019.dice-research.org/task/dataset/s-22129,0.3
22129,http://swc2019.dice-research.org/task/dataset/s-22130,0.87
22130,http://swc2019.dice-research.org/task/dataset/s-22131,0.56
22131,http://swc2019.dice-research.org/task/dataset/s-22132,0.54
22132,http://swc2019.dice-research.org/task/dataset/s-22133,0.83
22133,http://swc2019.dice-research.org/task/dataset/s-22134,0.56
22134,http://swc2019.dice-research.org/task/dataset/s-22135,0.87
22135,http://swc2019.dice-research.org/task/dataset/s-22136,0.58
22136,http://swc2019.dice-research.org/task/dataset/s-22137,0.53
22137,http://swc2019.dice-research.org/task/dataset/s-22138,0.62
22138,http://swc2019.dice-research.org/task/dataset/s-22139,0.58
22139,http://swc2019.dice-research.org/task/dataset/s-22140,0.8
22140,http://swc2019.dice-research.org/task/dataset/s-22141,0.57
22141,http://swc2019.dice-research.org/task/dataset/s-22142,0.59
22142,http://swc2019.dice-research.org/task/dataset/s-22143,0.33
22143,http://swc2019.dice-research.org/task/dataset/s-22144,0.61
22144,http://swc2019.dice-research.org/task/dataset/s-22145,0.5
22145,http://swc2019.dice-research.org/task/dataset/s-22146,0.51
22146,http://swc2019.dice-research.org/task/dataset/s-22147,0.61
22147,http://swc2019.dice-research.org/task/dataset/s-22148,0.58
22148,http://swc2019.dice-research.org/task/dataset/s-22149,0.6
22149,http://swc2019.dice-research.org/task/dataset/s-22150,0.53
22150,http://swc2019.dice-research.org/task/dataset/s-22151,0.45
22151,http://swc2019.dice-research.org/task/dataset/s-22152,0.54
22152,http://swc2019.dice-research.org/task/dataset/s-22153,0.55
22153,http://swc2019.dice-research.org/task/dataset/s-22154,0.37
22154,http://swc2019.dice-research.org/task/dataset/s-22155,0.56
22155,http://swc2019.dice-research.org/task/dataset/s-22156,0.51
22156,http://swc2019.dice-research.org/task/dataset/s-22157,0.89
22157,http://swc2019.dice-research.org/task/dataset/s-22158,0.56
22158,http://swc2019.dice-research.org/task/dataset/s-22159,0.87
22159,http://swc2019.dice-research.org/task/dataset/s-22160,0.58
22160,http://swc2019.dice-research.org/task/dataset/s-22161,0.53
22161,http://swc2019.dice-research.org/task/dataset/s-22162,0.75
22162,http://swc2019.dice-research.org/task/dataset/s-22163,0.89
22163,http://swc2019.dice-research.org/task/dataset/s-22164,0.32
22164,http://swc2019.dice-research.org/task/dataset/s-22165,0.78
22165,http://swc2019.dice-research.org/task/dataset/s-22166,0.6
22166,http://swc2019.dice-research.org/task/dataset/s-22167,0.56
22167,http://swc2019.dice-research.org/task/dataset/s-22168,0.89
22168,http://swc2019.dice-research.org/task/dataset/s-22169,0.53
22169,http://swc2019.dice-research.org/task/dataset/s-22170,0.75
22170,http://swc2019.dice-research.org/task/dataset/s-22171,0.69
22171,http://swc2019.dice-research.org/task/dataset/s-22172,0.58
22172,http://swc2019.dice-research.org/task/dataset/s-22173,0.56
22173,http://swc2019.dice-research.org/task/dataset/s-22174,0.86
22174,http://swc2019.dice-research.org/task/dataset/s-22175,0.54
22175,http://swc2019.dice-research.org/task/dataset/s-22176,0.5
22176,http://swc2019.dice-research.org/task/dataset/s-22177,0.89
22177,http://swc2019.dice-research.org/task/dataset/s-22178,0.76
22178,http://swc2019.dice-research.org/task/dataset/s-22179,0.56
22179,http://swc2019.dice-research.org/task/dataset/s-22180,0.5
22180,http://swc2019.dice-research.org/task/dataset/s-22181,0.89
22181,http://swc2019.dice-research.org/task/dataset/s-22182,0.87
22182,http://swc2019.dice-research.org/task/dataset/s-22183,0.27
22183,http://swc2019.dice-research.org/task/dataset/s-22184,0.49
22184,http://swc2019.dice-research.org/task/dataset/s-22185,0.46
22185,http://swc2019.dice-research.org/task/dataset/s-22186,0.82
22186,http://swc2019.dice-research.org/task/dataset/s-22187,0.63
22187,http://swc2019.dice-research.org/task/dataset/s-22188,0.27
22188,http://swc2019.dice-research.org/task/dataset/s-22189,0.54
22189,http://swc2019.dice-research.org/task/dataset/s-22190,0.82
22190,http://swc2019.dice-research.org/task/dataset/s-22191,0.56
22191,http://swc2019.dice-research.org/task/dataset/s-22192,0.53
22192,http://swc2019.dice-research.org/task/dataset/s-22193,0.36
22193,http://swc2019.dice-research.org/task/dataset/s-22194,0.61
22194,http://swc2019.dice-research.org/task/dataset/s-22195,0.81
22195,http://swc2019.dice-research.org/task/dataset/s-22196,0.86
22196,http://swc2019.dice-research.org/task/dataset/s-22197,0.5
22197,http://swc2019.dice-research.org/task/dataset/s-22198,0.26
22198,http://swc2019.dice-research.org/task/dataset/s-22199,0.54
22199,http://swc2019.dice-research.org/task/dataset/s-22200,0.57
22200,http://swc2019.dice-research.org/task/dataset/s-22201,0.56
22201,http://swc2019.dice-research.org/task/dataset/s-22202,0.49
22202,http://swc2019.dice-research.org/task/dataset/s-22203,0.63
22203,http://swc2019.dice-research.org/task/dataset/s-22204,0.62
22204,http://swc2019.dice-research.org/task/dataset/s-22205,0.41
22205,http://swc2019.dice-research.org/task/dataset/s-22206,0.58
22206,http://swc2019.dice-research.org/task/dataset/s-22207,0.27
22207,http://swc2019.dice-research.org/task/dataset/s-22208,0.84
22208,http://swc2019.dice-research.org/task/dataset/s-22209,0.55
22209,http://swc2019.dice-research.org/task/dataset/s-22210,0.55
22210,http://swc2019.dice-research.org/task/dataset/s-22211,0.79
22211,http://swc2019.dice-research.org/task/dataset/s-22212,0.79
22212,http://swc2019.dice-research.org/task/dataset/s-22213,0.56
22213,http://swc2019.dice-research.org/task/dataset/s-22214,0.54
22214,http://swc2019.dice-research.org/task/dataset/s-22215,0.36
22215,http://swc2019.dice-research.org/task/dataset/s-22216,0.75
22216,http://swc2019.dice-research.org/task/dataset/s-22217,0.54
22217,http://swc2019.dice-research.org/task/dataset/s-22218,0.55
22218,http://swc2019.dice-research.org/task/dataset/s-22219,0.76
22219,http://swc2019.dice-research.org/task/dataset/s-22220,0.63
22220,http://swc2019.dice-research.org/task/dataset/s-22221,0.54
22221,http://swc2019.dice-research.org/task/dataset/s-22222,0.58
22222,http://swc2019.dice-research.org/task/dataset/s-22223,0.53
22223,http://swc2019.dice-research.org/task/dataset/s-22224,0.49
22224,http://swc2019.dice-research.org/task/dataset/s-22225,0.55
22225,http://swc2019.dice-research.org/task/dataset/s-22226,0.58
22226,http://swc2019.dice-research.org/task/dataset/s-22227,0.48
22227,http://swc2019.dice-research.org/task/dataset/s-22228,0.74
22228,http://swc2019.dice-research.org/task/dataset/s-22229,0.6
22229,http://swc2019.dice-research.org/task/dataset/s-22230,0.62
22230,http://swc2019.dice-research.org/task/dataset/s-22231,0.89
22231,http://swc2019.dice-research.org/task/dataset/s-22232,0.9
22232,http://swc2019.dice-research.org/task/dataset/s-22233,0.54
22233,http://swc2019.dice-research.org/task/dataset/s-22234,0.87
22234,http://swc2019.dice-research.org/task/dataset/s-22235,0.81
22235,http://swc2019.dice-research.org/task/dataset/s-22236,0.82
22236,http://swc2019.dice-research.org/task/dataset/s-22237,0.5
22237,http://swc2019.dice-research.org/task/dataset/s-22238,0.55
22238,http://swc2019.dice-research.org/task/dataset/s-22239,0.88
22239,http://swc2019.dice-research.org/task/dataset/s-22240,0.54
22240,http://swc2019.dice-research.org/task/dataset/s-22241,0.61
22241,http://swc2019.dice-research.org/task/dataset/s-22242,0.51
22242,http://swc2019.dice-research.org/task/dataset/s-22243,0.81
22243,http://swc2019.dice-research.org/task/dataset/s-22244,0.53
22244,http://swc2019.dice-research.org/task/dataset/s-22245,0.4
22245,http://swc2019.dice-research.org/task/dataset/s-22246,0.62
22246,http://swc2019.dice-research.org/task/dataset/s-22247,0.56
22247,http://swc2019.dice-research.org/task/dataset/s-22248,0.59
22248,http://swc2019.dice-research.org/task/dataset/s-22249,0.53
22249,http://swc2019.dice-research.org/task/dataset/s-22250,0.61
22250,http://swc2019.dice-research.org/task/dataset/s-22251,0.61
22251,http://swc2019.dice-research.org/task/dataset/s-22252,0.36
22252,http://swc2019.dice-research.org/task/dataset/s-22253,0.57
22253,http://swc2019.dice-research.org/task/dataset/s-22254,0.5
22254,http://swc2019.dice-research.org/task/dataset/s-22255,0.55
22255,http://swc2019.dice-research.org/task/dataset/s-22256,0.27
22256,http://swc2019.dice-research.org/task/dataset/s-22257,0.45
22257,http://swc2019.dice-research.org/task/dataset/s-22258,0.86
22258,http://swc2019.dice-research.org/task/dataset/s-22259,0.42
22259,http://swc2019.dice-research.org/task/dataset/s-22260,0.9
22260,http://swc2019.dice-research.org/task/dataset/s-22261,0.6
22261,http://swc2019.dice-research.org/task/dataset/s-22262,0.89
22262,http://swc2019.dice-research.org/task/dataset/s-22263,0.62
22263,http://swc2019.dice-research.org/task/dataset/s-22264,0.59
22264,http://swc2019.dice-research.org/task/dataset/s-22265,0.6
22265,http://swc2019.dice-research.org/task/dataset/s-22266,0.59
22266,http://swc2019.dice-research.org/task/dataset/s-22267,0.9
22267,http://swc2019.dice-research.org/task/dataset/s-22268,0.56
22268,http://swc2019.dice-research.org/task/dataset/s-22269,0.5
22269,http://swc2019.dice-research.org/task/dataset/s-22270,0.61
22270,http://swc2019.dice-research.org/task/dataset/s-22271,0.52
22271,http://swc2019.dice-research.org/task/dataset/s-22272,0.51
22272,http://swc2019.dice-research.org/task/dataset/s-22273,0.55
22273,http://swc2019.dice-research.org/task/dataset/s-22274,0.61
22274,http://swc2019.dice-research.org/task/dataset/s-22275,0.6
22275,http://swc2019.dice-research.org/task/dataset/s-22276,0.9
22276,http://swc2019.dice-research.org/task/dataset/s-22277,0.54
22277,http://swc2019.dice-research.org/task/dataset/s-22278,0.53
22278,http://swc2019.dice-research.org/task/dataset/s-22279,0.5
22279,http://swc2019.dice-research.org/task/dataset/s-22280,0.55
22280,http://swc2019.dice-research.org/task/dataset/s-22281,0.54
22281,http://swc2019.dice-research.org/task/dataset/s-22282,0.55
22282,http://swc2019.dice-research.org/task/dataset/s-22283,0.86
22283,http://swc2019.dice-research.org/task/dataset/s-22284,0.55
22284,http://swc2019.dice-research.org/task/dataset/s-22285,0.35
22285,http://swc2019.dice-research.org/task/dataset/s-22286,0.41
22286,http://swc2019.dice-research.org/task/dataset/s-22287,0.33
22287,http://swc2019.dice-research.org/task/dataset/s-22288,0.79
22288,http://swc2019.dice-research.org/task/dataset/s-22289,0.59
22289,http://swc2019.dice-research.org/task/dataset/s-22290,0.77
22290,http://swc2019.dice-research.org/task/dataset/s-22291,0.89
22291,http://swc2019.dice-research.org/task/dataset/s-22292,0.57
22292,http://swc2019.dice-research.org/task/dataset/s-22293,0.54
22293,http://swc2019.dice-research.org/task/dataset/s-22294,0.45
22294,http://swc2019.dice-research.org/task/dataset/s-22295,0.57
22295,http://swc2019.dice-research.org/task/dataset/s-22296,0.62
22296,http://swc2019.dice-research.org/task/dataset/s-22297,0.62
22297,http://swc2019.dice-research.org/task/dataset/s-22298,0.4
22298,http://swc2019.dice-research.org/task/dataset/s-22299,0.58
22299,http://swc2019.dice-research.org/task/dataset/s-22300,0.6
22300,http://swc2019.dice-research.org/task/dataset/s-22301,0.52
22301,http://swc2019.dice-research.org/task/dataset/s-22302,0.56
22302,http://swc2019.dice-research.org/task/dataset/s-22303,0.88
22303,http://swc2019.dice-research.org/task/dataset/s-22304,0.61
22304,http://swc2019.dice-research.org/task/dataset/s-22305,0.6
22305,http://swc2019.dice-research.org/task/dataset/s-22306,0.53
22306,http://swc2019.dice-research.org/task/dataset/s-22307,0.81
22307,http://swc2019.dice-research.org/task/dataset/s-22308,0.66
22308,http://swc2019.dice-research.org/task/dataset/s-22309,0.77
22309,http://swc2019.dice-research.org/task/dataset/s-22310,0.89
22310,http://swc2019.dice-research.org/task/dataset/s-22311,0.89
22311,http://swc2019.dice-research.org/task/dataset/s-22312,0.49
22312,http://swc2019.dice-research.org/task/dataset/s-22313,0.62
22313,http://swc2019.dice-research.org/task/dataset/s-22314,0.85
22314,http://swc2019.dice-research.org/task/dataset/s-22315,0.31
22315,http://swc2019.dice-research.org/task/dataset/s-22316,0.54
22316,http://swc2019.dice-research.org/task/dataset/s-22317,0.61
22317,http://swc2019.dice-research.org/task/dataset/s-22318,0.36
22318,http://swc2019.dice-research.org/task/dataset/s-22319,0.49
22319,http://swc2019.dice-research.org/task/dataset/s-22320,0.56
22320,http://swc2019.dice-research.org/task/dataset/s-22321,0.54
22321,http://swc2019.dice-research.org/task/dataset/s-22322,0.49
22322,http://swc2019.dice-research.org/task/dataset/s-22323,0.55
22323,http://swc2019.dice-research.org/task/dataset/s-22324,0.62
22324,http://swc2019.dice-research.org/task/dataset/s-22325,0.51
22325,http://swc2019.dice-research.org/task/dataset/s-22326,0.59
22326,http://swc2019.dice-research.org/task/dataset/s-22327,0.47
22327,http://swc2019.dice-research.org/task/dataset/s-22328,0.9
22328,http://swc2019.dice-research.org/task/dataset/s-22329,0.85
22329,http://swc2019.dice-research.org/task/dataset/s-22330,0.54
22330,http://swc2019.dice-research.org/task/dataset/s-22331,0.37
22331,http://swc2019.dice-research.org/task/dataset/s-22332,0.56
22332,http://swc2019.dice-research.org/task/dataset/s-22333,0.54
22333,http://swc2019.dice-research.org/task/dataset/s-22334,0.63
22334,http://swc2019.dice-research.org/task/dataset/s-22335,0.4
22335,http://swc2019.dice-research.org/task/dataset/s-22336,0.87
22336,http://swc2019.dice-research.org/task/dataset/s-22337,0.51
22337,http://swc2019.dice-research.org/task/dataset/s-22338,0.62
22338,http://swc2019.dice-research.org/task/dataset/s-22339,0.55
22339,http://swc2019.dice-research.org/task/dataset/s-22340,0.61
22340,http://swc2019.dice-research.org/task/dataset/s-22341,0.57
22341,http://swc2019.dice-research.org/task/dataset/s-22342,0.54
22342,http://swc2019.dice-research.org/task/dataset/s-22343,0.6
22343,http://swc2019.dice-research.org/task/dataset/s-22344,0.84
22344,http://swc2019.dice-research.org/task/dataset/s-22345,0.32
22345,http://swc2019.dice-research.org/task/dataset/s-22346,0.44
22346,http://swc2019.dice-research.org/task/dataset/s-22347,0.6
22347,http://swc2019.dice-research.org/task/dataset/s-22348,0.35
22348,http://swc2019.dice-research.org/task/dataset/s-22349,0.83
22349,http://swc2019.dice-research.org/task/dataset/s-22350,0.59
22350,http://swc2019.dice-research.org/task/dataset/s-22351,0.27
22351,http://swc2019.dice-research.org/task/dataset/s-22352,0.9
22352,http://swc2019.dice-research.org/task/dataset/s-22353,0.58
22353,http://swc2019.dice-research.org/task/dataset/s-22354,0.51
22354,http://swc2019.dice-research.org/task/dataset/s-22355,0.37
22355,http://swc2019.dice-research.org/task/dataset/s-22356,0.51
22356,http://swc2019.dice-research.org/task/dataset/s-22357,0.49
22357,http://swc2019.dice-research.org/task/dataset/s-22358,0.47
22358,http://swc2019.dice-research.org/task/dataset/s-22359,0.5
22359,http://swc2019.dice-research.org/task/dataset/s-22360,0.54
22360,http://swc2019.dice-research.org/task/dataset/s-22361,0.59
22361,http://swc2019.dice-research.org/task/dataset/s-22362,0.36
22362,http://swc2019.dice-research.org/task/dataset/s-22363,0.4
22363,http://swc2019.dice-research.org/task/dataset/s-22364,0.59
22364,http://swc2019.dice-research.org/task/dataset/s-22365,0.8
22365,http://swc2019.dice-research.org/task/dataset/s-22366,0.48
22366,http://swc2019.dice-research.org/task/dataset/s-22367,0.78
22367,http://swc2019.dice-research.org/task/dataset/s-22368,0.87
22368,http://swc2019.dice-research.org/task/dataset/s-22369,0.58
22369,http://swc2019.dice-research.org/task/dataset/s-22370,0.41
22370,http://swc2019.dice-research.org/task/dataset/s-22371,0.61
22371,http://swc2019.dice-research.org/task/dataset/s-22372,0.71
22372,http://swc2019.dice-research.org/task/dataset/s-22373,0.76
22373,http://swc2019.dice-research.org/task/dataset/s-22374,0.36
22374,http://swc2019.dice-research.org/task/dataset/s-22375,0.34
22375,http://swc2019.dice-research.org/task/dataset/s-22376,0.86
22376,http://swc2019.dice-research.org/task/dataset/s-22377,0.54
22377,http://swc2019.dice-research.org/task/dataset/s-22378,0.54
22378,http://swc2019.dice-research.org/task/dataset/s-22379,0.89
22379,http://swc2019.dice-research.org/task/dataset/s-22380,0.84
22380,http://swc2019.dice-research.org/task/dataset/s-22381,0.55
22381,http://swc2019.dice-research.org/task/dataset/s-22382,0.54
22382,http://swc2019.dice-research.org/task/dataset/s-22383,0.54
22383,http://swc2019.dice-research.org/task/dataset/s-22384,0.54
22384,http://swc2019.dice-research.org/task/dataset/s-22385,0.59
22385,http://swc2019.dice-research.org/task/dataset/s-22386,0.81
22386,http://swc2019.dice-research.org/task/dataset/s-22387,0.62
22387,http://swc2019.dice-research.org/task/dataset/s-22388,0.61
22388,http://swc2019.dice-research.org/task/dataset/s-22389,0.54
22389,http://swc2019.dice-research.org/task/dataset/s-22390,0.57
22390,http://swc2019.dice-research.org/task/dataset/s-22391,0.54
22391,http://swc2019.dice-research.org/task/dataset/s-22392,0.54
22392,http://swc2019.dice-research.org/task/dataset/s-22393,0.6
22393,http://swc2019.dice-research.org/task/dataset/s-22394,0.65
22394,http://swc2019.dice-research.org/task/dataset/s-22395,0.53
22395,http://swc2019.dice-research.org/task/dataset/s-22396,0.48
22396,http://swc2019.dice-research.org/task/dataset/s-22397,0.56
22397,http://swc2019.dice-research.org/task/dataset/s-22398,0.53
22398,http://swc2019.dice-research.org/task/dataset/s-22399,0.51
22399,http://swc2019.dice-research.org/task/dataset/s-22400,0.55
22400,http://swc2019.dice-research.org/task/dataset/s-22401,0.39
22401,http://swc2019.dice-research.org/task/dataset/s-22402,0.59
22402,http://swc2019.dice-research.org/task/dataset/s-22403,0.54
22403,http://swc2019.dice-research.org/task/dataset/s-22404,0.58
22404,http://swc2019.dice-research.org/task/dataset/s-22405,0.55
22405,http://swc2019.dice-research.org/task/dataset/s-22406,0.54
22406,http://swc2019.dice-research.org/task/dataset/s-22407,0.54
22407,http://swc2019.dice-research.org/task/dataset/s-22408,0.33
22408,http://swc2019.dice-research.org/task/dataset/s-22409,0.82
22409,http://swc2019.dice-research.org/task/dataset/s-22410,0.87
22410,http://swc2019.dice-research.org/task/dataset/s-22411,0.89
22411,http://swc2019.dice-research.org/task/dataset/s-22412,0.61
22412,http://swc2019.dice-research.org/task/dataset/s-22413,0.59
22413,http://swc2019.dice-research.org/task/dataset/s-22414,0.56
22414,http://swc2019.dice-research.org/task/dataset/s-22415,0.51
22415,http://swc2019.dice-research.org/task/dataset/s-22416,0.37
22416,http://swc2019.dice-research.org/task/dataset/s-22417,0.59
22417,http://swc2019.dice-research.org/task/dataset/s-22418,0.58
22418,http://swc2019.dice-research.org/task/dataset/s-22419,0.9
22419,http://swc2019.dice-research.org/task/dataset/s-22420,0.74
22420,http://swc2019.dice-research.org/task/dataset/s-22421,0.51
22421,http://swc2019.dice-research.org/task/dataset/s-22422,0.56
22422,http://swc2019.dice-research.org/task/dataset/s-22423,0.62
22423,http://swc2019.dice-research.org/task/dataset/s-22424,0.34
22424,http://swc2019.dice-research.org/task/dataset/s-22425,0.55
22425,http://swc2019.dice-research.org/task/dataset/s-22426,0.6
22426,http://swc2019.dice-research.org/task/dataset/s-22427,0.88
22427,http://swc2019.dice-research.org/task/dataset/s-22428,0.6
22428,http://swc2019.dice-research.org/task/dataset/s-22429,0.58
22429,http://swc2019.dice-research.org/task/dataset/s-22430,0.55
22430,http://swc2019.dice-research.org/task/dataset/s-22431,0.61
22431,http://swc2019.dice-research.org/task/dataset/s-22432,0.57
22432,http://swc2019.dice-research.org/task/dataset/s-22433,0.59
22433,http://swc2019.dice-research.org/task/dataset/s-22434,0.6
22434,http://swc2019.dice-research.org/task/dataset/s-22435,0.58
22435,http://swc2019.dice-research.org/task/dataset/s-22436,0.37
22436,http://swc2019.dice-research.org/task/dataset/s-22437,0.4
22437,http://swc2019.dice-research.org/task/dataset/s-22438,0.84
22438,http://swc2019.dice-research.org/task/dataset/s-22439,0.57
22439,http://swc2019.dice-research.org/task/dataset/s-22440,0.8
22440,http://swc2019.dice-research.org/task/dataset/s-22441,0.7
22441,http://swc2019.dice-research.org/task/dataset/s-22442,0.62
22442,http://swc2019.dice-research.org/task/dataset/s-22443,0.61
22443,http://swc2019.dice-research.org/task/dataset/s-22444,0.75
22444,http://swc2019.dice-research.org/task/dataset/s-22445,0.58
22445,http://swc2019.dice-research.org/task/dataset/s-22446,0.58
22446,http://swc2019.dice-research.org/task/dataset/s-22447,0.59
22447,http://swc2019.dice-research.org/task/dataset/s-22448,0.27
22448,http://swc2019.dice-research.org/task/dataset/s-22449,0.37
22449,http://swc2019.dice-research.org/task/dataset/s-22450,0.81
22450,http://swc2019.dice-research.org/task/dataset/s-22451,0.6
22451,http://swc2019.dice-research.org/task/dataset/s-22452,0.51
22452,http://swc2019.dice-research.org/task/dataset/s-22453,0.47
22453,http://swc2019.dice-research.org/task/dataset/s-22454,0.87
22454,http://swc2019.dice-research.org/task/dataset/s-22455,0.58
22455,http://swc2019.dice-research.org/task/dataset/s-22456,0.58
22456,http://swc2019.dice-research.org/task/dataset/s-22457,0.83
22457,http://swc2019.dice-research.org/task/dataset/s-22458,0.55
22458,http://swc2019.dice-research.org/task/dataset/s-22459,0.56
22459,http://swc2019.dice-research.org/task/dataset/s-22460,0.88
22460,http://swc2019.dice-research.org/task/dataset/s-22461,0.5
22461,http://swc2019.dice-research.org/task/dataset/s-22462,0.73
22462,http://swc2019.dice-research.org/task/dataset/s-22463,0.89
22463,http://swc2019.dice-research.org/task/dataset/s-22464,0.62
22464,http://swc2019.dice-research.org/task/dataset/s-22465,0.88
22465,http://swc2019.dice-research.org/task/dataset/s-22466,0.87
22466,http://swc2019.dice-research.org/task/dataset/s-22467,0.9
22467,http://swc2019.dice-research.org/task/dataset/s-22468,0.88
22468,http://swc2019.dice-research.org/task/dataset/s-22469,0.58
22469,http://swc2019.dice-research.org/task/dataset/s-22470,0.58
22470,http://swc2019.dice-research.org/task/dataset/s-22471,0.41
22471,http://swc2019.dice-research.org/task/dataset/s-22472,0.5
22472,http://swc2019.dice-research.org/task/dataset/s-22473,0.59
22473,http://swc2019.dice-research.org/task/dataset/s-22474,0.61
22474,http://swc2019.dice-research.org/task/dataset/s-22475,0.54
22475,http://swc2019.dice-research.org/task/dataset/s-22476,0.51
22476,http://swc2019.dice-research.org/task/dataset/s-22477,0.53
22477,http://swc2019.dice-research.org/task/dataset/s-22478,0.58
22478,http://swc2019.dice-research.org/task/dataset/s-22479,0.53
22479,http://swc2019.dice-research.org/task/dataset/s-22480,0.8
22480,http://swc2019.dice-research.org/task/dataset/s-22481,0.77
22481,http://swc2019.dice-research.org/task/dataset/s-22482,0.53
22482,http://swc2019.dice-research.org/task/dataset/s-22483,0.59
22483,http://swc2019.dice-research.org/task/dataset/s-22484,0.5
22484,http://swc2019.dice-research.org/task/dataset/s-22485,0.53
22485,http://swc2019.dice-research.org/task/dataset/s-22486,0.87
